date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:16	30603/30603	---MCZ	200	added ('OK')	text/css	etag:W/%226501949c-778b%22	https://ewebotwp.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.css?ver=4.7.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome1849.css	(from https://ewebotwp.com/home-agency/)
11:56:18	9234/9234	---MCZ	200	added ('OK')	text/css	etag:W/%226505bf0d-2412%22	https://ewebotwp.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=3.1.6	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto005e.css	(from https://ewebotwp.com/home-agency/)
11:56:19	29471/29471	---MCZ	200	added ('OK')	text/css	etag:W/%226501949c-731f%22	https://ewebotwp.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.25.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style503b.css	(from https://ewebotwp.com/home-agency/)
11:56:20	2859/2859	---MCZ	200	added ('OK')	text/css	etag:W/%226515b5a1-b2b%22	https://ewebotwp.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.8.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/contact-form-7/includes/css/stylesf658.css	(from https://ewebotwp.com/home-agency/)
11:56:21	17572/17572	---MCZ	200	added ('OK')	text/css	etag:W/%226505bf0d-44a4%22	https://ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.1.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout12c8.css	(from https://ewebotwp.com/home-agency/)
11:56:22	7043/7043	---MCZ	200	added ('OK')	text/css	etag:W/%226505bf0d-1b83%22	https://ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.1.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen12c8.css	(from https://ewebotwp.com/home-agency/)
11:56:23	74669/74669	---MCZ	200	added ('OK')	text/css	etag:W/%226505bf0d-123ad%22	https://ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.1.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woocommerce/assets/css/woocommerce12c8.css	(from https://ewebotwp.com/home-agency/)
11:56:24	34836/34836	---MCZ	200	added ('OK')	text/css	etag:W/%2264f76d87-8814%22	https://ewebotwp.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min.css?ver=1693937031	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min20d6.css	(from https://ewebotwp.com/home-agency/)
11:56:25	3667/3667	---MCZ	200	added ('OK')	text/css	etag:W/%22651e7d6c-e53%22	https://ewebotwp.com/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-view.css?ver=1.32.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-view37d4.css	(from https://ewebotwp.com/home-agency/)
11:56:26	1166/1166	---MCZ	200	added ('OK')	image/png	etag:W/%226324b269-48e%22	https://ewebotwp.com/wp-content/themes/ewebot-child/img/gt3_stats.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/themes/ewebot-child/img/gt3_stats.png	(from https://ewebotwp.com/home-agency/)
11:56:27	129389/129389	---MCZ	200	added ('OK')	text/css	etag:W/%22651319da-1f96d%22	https://ewebotwp.com/wp-content/themes/ewebot/dist/css/woocommerce.css?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/themes/ewebot/dist/css/woocommerce9b30.css	(from https://ewebotwp.com/home-agency/)
11:56:27	87010/87010	---MCZ	200	added ('OK')	text/css	etag:W/%22651319da-153e2%22	https://ewebotwp.com/wp-content/themes/ewebot/dist/css/modern-shop.css?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/themes/ewebot/dist/css/modern-shop9b30.css	(from https://ewebotwp.com/home-agency/)
11:56:29	19533/19533	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-4c4d%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://ewebotwp.com/home-agency/)
11:56:29	12876/12876	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-324c%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://ewebotwp.com/home-agency/)
11:56:31	4007/4007	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d1c-fa7%22	https://ewebotwp.com/wp-content/uploads/elementor/css/post-7.css?ver=1695292700	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/elementor/css/post-7849b.css	(from https://ewebotwp.com/home-agency/)
11:56:32	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-e7d0%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minafc7.css	(from https://ewebotwp.com/home-agency/)
11:56:33	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-684e%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.4	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minafc7.css	(from https://ewebotwp.com/home-agency/)
11:56:34	77702/77702	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d1f-12f86%22	https://ewebotwp.com/wp-content/uploads/elementor/css/post-12642.css?ver=1695292703	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/elementor/css/post-12642e37b.css	(from https://ewebotwp.com/home-agency/)
11:56:35	704/704	---MCZ	200	added ('OK')	text/css	etag:W/%22651319da-2c0%22	https://ewebotwp.com/wp-content/themes/ewebot/dist/css/theme-font.css?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/themes/ewebot/dist/css/theme-font9b30.css	(from https://ewebotwp.com/home-agency/)
11:56:36	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-e238%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://ewebotwp.com/home-agency/)
11:56:37	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%22650c1d15-2a3%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://ewebotwp.com/home-agency/)
11:56:38	87482/87482	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-155ba%22	https://ewebotwp.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/jquery/jquery.min3088.js	(from https://ewebotwp.com/home-agency/)
11:56:39	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-3509%22	https://ewebotwp.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://ewebotwp.com/home-agency/)
11:56:40	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Oct%202023%2010:56:39%20GMT	https://fonts.gstatic.com/	/home/famous/websites/MyMakertr/fonts.gstatic.com/index.html	(from https://ewebotwp.com/home-agency/)
11:56:40	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%226505bf0d-25a4%22	https://ewebotwp.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.1.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minf111.js	(from https://ewebotwp.com/home-agency/)
11:56:41	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%226361fb06-4991%22	https://ewebotwp.com/wp-includes/js/underscore.min.js?ver=1.13.4	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/underscore.mind584.js	(from https://ewebotwp.com/home-agency/)
11:56:42	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%226361fb06-592%22	https://ewebotwp.com/wp-includes/js/wp-util.min.js?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/wp-util.min9b30.js	(from https://ewebotwp.com/home-agency/)
11:56:43	1023/1023	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-3ff%22	https://ewebotwp.com/wp-includes/js/api-request.min.js?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/api-request.min9b30.js	(from https://ewebotwp.com/home-agency/)
11:56:44	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%226425188a-1feb%22	https://ewebotwp.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://ewebotwp.com/home-agency/)
11:56:45	6607/6607	---MCZ	200	added ('OK')	application/javascript	etag:W/%226425188a-19cf%22	https://ewebotwp.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://ewebotwp.com/home-agency/)
11:56:46	16146/16146	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-3f12%22	https://ewebotwp.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://ewebotwp.com/home-agency/)
11:56:47	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-1213%22	https://ewebotwp.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/hooks.min2ebd.js	(from https://ewebotwp.com/home-agency/)
11:56:48	9445/9445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-24e5%22	https://ewebotwp.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/i18n.minf92f.js	(from https://ewebotwp.com/home-agency/)
11:56:49	9079/9079	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-2377%22	https://ewebotwp.com/wp-includes/js/dist/url.min.js?ver=8814d23f2d64864d280d	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/url.min3338.js	(from https://ewebotwp.com/home-agency/)
11:56:50	5392/5392	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31eac-1510%22	https://ewebotwp.com/wp-includes/js/dist/api-fetch.min.js?ver=0fa4dabf8bf2c7adf21a	/home/famous/websites/MyMakertr/ewebotwp.com/wp-includes/js/dist/api-fetch.min471f.js	(from https://ewebotwp.com/home-agency/)
11:56:51	14045/14045	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f76d87-36dd%22	https://ewebotwp.com/wp-content/plugins/woo-variation-swatches/assets/js/frontend.min.js?ver=1693937031	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/woo-variation-swatches/assets/js/frontend.min20d6.js	(from https://ewebotwp.com/home-agency/)
11:56:51	8892/8892	---MCZ	200	added ('OK')	application/javascript	etag:W/%22651319da-22bc%22	https://ewebotwp.com/wp-content/themes/ewebot/woocommerce/js/easyzoom.js?ver=6.3.1	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/themes/ewebot/woocommerce/js/easyzoom9b30.js	(from https://ewebotwp.com/home-agency/)
11:56:53	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650c1d15-3acf%22	https://ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.4	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minafc7.js	(from https://ewebotwp.com/home-agency/)
11:56:56	93478/93478	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Oct%202023%2010:56:53%20GMT	https://ewebotwp.com/wp-json/wp/v2/pages/12642	/home/famous/websites/MyMakertr/ewebotwp.com/wp-json/wp/v2/pages/12642.json	(from https://ewebotwp.com/home-agency/)
11:56:56	1116326/1116326	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Oct%202023%2010:56:54%20GMT	https://ewebotwp.com/wp-json/	/home/famous/websites/MyMakertr/ewebotwp.com/wp-json/index.html	(from https://ewebotwp.com/home-agency/)
11:56:59	786/786	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Oct%202023%2010:56:57%20GMT	https://ewebotwp.com/xmlrpc.php?rsd	/home/famous/websites/MyMakertr/ewebotwp.com/xmlrpc0db0.php	(from https://ewebotwp.com/home-agency/)
11:57:01	2437/2437	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Oct%202023%2010:56:59%20GMT	https://ewebotwp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fewebotwp.com%2Fhome-agency%2F	/home/famous/websites/MyMakertr/ewebotwp.com/wp-json/oembed/1.0/embed7a73.json	(from https://ewebotwp.com/home-agency/)
11:57:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Oct%202023%2010:57:00%20GMT	https://ewebotwp.com/?p=12642	/home/famous/websites/MyMakertr/ewebotwp.com/index4b5d.html	(from https://ewebotwp.com/home-agency/)
11:57:02	2503/2503	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Oct%202023%2010:57:01%20GMT	https://ewebotwp.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fewebotwp.com%2Fhome-agency%2F&format=xml	/home/famous/websites/MyMakertr/ewebotwp.com/wp-json/oembed/1.0/embed44d0	(from https://ewebotwp.com/home-agency/)
11:57:02	3663/3663	---MCZ	200	added ('OK')	image/png	etag:W/%226324b3a2-e4f%22	https://ewebotwp.com/wp-content/uploads/2022/09/favicon.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2022/09/favicon.png	(from https://ewebotwp.com/home-agency/)
11:57:04	4439/4439	---MCZ	200	added ('OK')	image/png	etag:W/%2264591cb1-1157%22	https://ewebotwp.com/wp-content/uploads/2023/05/logo-agency.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2023/05/logo-agency.png	(from https://ewebotwp.com/home-agency/)
11:57:05	1233/1233	---MCZ	200	added ('OK')	image/png	etag:W/%226324b12f-4d1%22	https://ewebotwp.com/wp-content/uploads/2021/04/lifetime_icon.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/04/lifetime_icon.png	(from https://ewebotwp.com/home-agency/)
11:57:06	507/507	---MCZ	200	added ('OK')	image/png	etag:W/%226324b12c-1fb%22	https://ewebotwp.com/wp-content/uploads/2021/04/elementor_icon.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/04/elementor_icon.png	(from https://ewebotwp.com/home-agency/)
11:57:07	8362/8362	---MCZ	200	added ('OK')	image/png	etag:W/%226324b133-20aa%22	https://ewebotwp.com/wp-content/uploads/2021/04/wpdaddy_icon.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/04/wpdaddy_icon.png	(from https://ewebotwp.com/home-agency/)
11:57:08	4963/4963	---MCZ	200	added ('OK')	image/png	etag:W/%226324b151-1363%22	https://ewebotwp.com/wp-content/uploads/2021/06/smart_import_icon.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/06/smart_import_icon.png	(from https://ewebotwp.com/home-agency/)
11:57:08	8461/8461	---MCZ	200	added ('OK')	image/png	etag:W/%226324b151-210d%22	https://ewebotwp.com/wp-content/uploads/2021/06/woo_icon_shop.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/06/woo_icon_shop.png	(from https://ewebotwp.com/home-agency/)
11:57:10	2858/2858	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16b-b2a%22	https://ewebotwp.com/wp-content/uploads/2021/10/mega-menu.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/mega-menu.png	(from https://ewebotwp.com/home-agency/)
11:57:11	6189/6189	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16b-182d%22	https://ewebotwp.com/wp-content/uploads/2021/10/auto-update.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/auto-update.png	(from https://ewebotwp.com/home-agency/)
11:57:12	8630/8630	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16c-21b6%22	https://ewebotwp.com/wp-content/uploads/2021/10/multilanguage.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/multilanguage.png	(from https://ewebotwp.com/home-agency/)
11:57:13	3820/3820	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16c-eec%22	https://ewebotwp.com/wp-content/uploads/2021/10/theme-options.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/theme-options.png	(from https://ewebotwp.com/home-agency/)
11:57:14	2758/2758	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16c-ac6%22	https://ewebotwp.com/wp-content/uploads/2021/10/custom-widgets.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/custom-widgets.png	(from https://ewebotwp.com/home-agency/)
11:57:15	1719/1719	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16c-6b7%22	https://ewebotwp.com/wp-content/uploads/2021/10/responsive-retina.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/responsive-retina.png	(from https://ewebotwp.com/home-agency/)
11:57:16	7087/7087	---MCZ	200	added ('OK')	image/png	etag:W/%226324b16c-1baf%22	https://ewebotwp.com/wp-content/uploads/2021/10/optimization.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2021/10/optimization.png	(from https://ewebotwp.com/home-agency/)
11:57:17	3062/3062	---MCZ	200	added ('OK')	image/png	etag:W/%226324b07b-bf6%22	https://ewebotwp.com/wp-content/uploads/2019/08/logo_retina.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2019/08/logo_retina.png	(from https://ewebotwp.com/home-agency/)
11:57:18	8858/8858	---MCZ	200	added ('OK')	image/png	etag:W/%2264591ab5-229a%22	https://ewebotwp.com/wp-content/uploads/2023/05/agency_elipse1.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2023/05/agency_elipse1.png	(from https://ewebotwp.com/home-agency/)
11:57:19	39757/39757	---MCZ	200	added ('OK')	image/png	etag:W/%2264591ab5-9b4d%22	https://ewebotwp.com/wp-content/uploads/2023/05/agency-element.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2023/05/agency-element.png	(from https://ewebotwp.com/home-agency/)
11:57:20	44707/44707	---MCZ	200	added ('OK')	image/png	etag:W/%2264591ab5-aea3%22	https://ewebotwp.com/wp-content/uploads/2023/05/agency-lamp.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2023/05/agency-lamp.png	(from https://ewebotwp.com/home-agency/)
11:57:21	5660/5660	---MCZ	200	added ('OK')	image/png	etag:W/%2264591ab5-161c%22	https://ewebotwp.com/wp-content/uploads/2023/05/agency_figure.png	/home/famous/websites/MyMakertr/ewebotwp.com/wp-content/uploads/2023/05/agency_figure.png	(from https://ewebotwp.com/home-agency/)
